c,o,n,f,u,s,i,o,n,m,a,t,r,i,x
937,0,1,2,0,10,7,2,2,19
0,1113,0,4,1,3,2,2,8,2
14,71,630,203,3,14,19,15,33,30
3,4,9,926,1,14,2,13,6,32
3,2,3,18,600,2,18,4,17,315
9,4,1,96,5,641,16,9,28,83
12,8,2,4,4,27,889,1,3,8
3,8,10,22,6,1,1,836,6,135
9,36,2,178,14,27,14,7,541,146
6,6,1,17,5,2,0,9,1,962
t,r,a,i,n, ,a,c,c,u,r,a,c,y
0.0801,0.8321,0.8241,0.813
t,e,s,t, ,a,c,c,u,r,a,c,y
0.0821,0.8272,0.8187,0.8075
