c,o,n,f,u,s,i,o,n,m,a,t,r,i,x
962,0,3,2,0,4,1,4,3,1
0,1061,2,42,3,3,4,0,20,0
17,21,754,144,6,16,16,10,41,7
11,2,9,923,2,32,1,14,11,5
6,0,13,7,826,2,15,2,29,82
14,1,9,70,15,708,7,7,47,14
28,4,10,2,4,29,872,3,5,1
2,6,16,27,10,3,1,885,24,54
7,13,5,167,31,28,9,7,672,35
11,2,4,23,22,4,1,28,28,886
t,r,a,i,n, ,a,c,c,u,r,a,c,y
0.1447,0.8496,0.8313,0.8129,0.8254,0.8239,0.8658
t,e,s,t, ,a,c,c,u,r,a,c,y
0.1458,0.8497,0.8262,0.809,0.8211,0.8165,0.8549
