c,o,n,f,u,s,i,o,n,m,a,t,r,i,x
938,0,3,1,1,9,14,6,8,0
0,1092,2,3,1,1,4,1,31,0
3,30,820,44,5,13,47,14,53,3
7,3,26,856,1,46,8,28,20,15
4,5,4,2,759,3,34,9,32,130
8,4,5,41,9,678,31,13,75,28
8,2,4,0,0,23,917,1,3,0
1,14,16,5,4,2,2,928,16,40
8,12,7,50,13,21,28,10,798,27
6,5,4,8,11,9,2,54,32,878
t,r,a,i,n, ,a,c,c,u,r,a,c,y
0.1179,0.8539,0.8585,0.8675
t,e,s,t, ,a,c,c,u,r,a,c,y
0.1222,0.8546,0.8549,0.8664
